,0,1,2,3,4,5,6,7,8,9,10,11,12,13
3467,1,4,7,3,7,,1,1,0,,4,7,1,5
3468,1,5,5,4,2,5,1,2,0,2,,7,1,7
3469,2,1,2,2,6,5,3,4,2,3,1,5,1,1
3470,1,3,5,6,1,5,1,1,0,1,2,7,1,8
3471,2,3,6,5,8,5,1,1,0,1,1,3,1,3
3472,2,2,2,3,4,5,1,2,0,2,3,5,1,4
3473,1,2,2,6,1,1,1,2,0,2,5,7,1,7
3474,2,4,6,3,8,5,1,1,0,1,1,7,1,6
3475,2,5,3,3,2,5,1,5,2,3,1,3,1,1
3476,1,1,4,3,5,2,2,3,1,1,1,2,1,6
3477,1,5,7,5,7,4,1,1,0,2,1,7,1,1
3478,2,3,4,2,5,4,1,9,4,2,1,5,2,1
3479,2,1,5,4,4,5,2,4,0,1,1,7,1,6
3480,2,1,5,4,5,3,3,3,1,1,1,7,1,9
3481,2,1,3,5,1,4,2,3,1,1,2,7,1,8
3482,2,3,6,4,8,5,1,1,0,2,3,7,1,1
3483,2,5,2,4,2,1,1,2,0,2,1,8,1,4
3484,1,1,4,6,1,4,3,4,2,1,1,2,1,9
3485,2,5,1,1,6,5,1,4,1,3,2,7,1,1
3486,2,5,2,4,6,5,1,4,1,3,1,7,1,2
3487,1,5,1,1,6,5,1,6,4,3,1,5,2,1
3488,2,5,1,2,2,4,1,3,2,3,3,2,1,1
3489,2,5,2,4,,3,1,1,0,2,1,5,1,2
3490,2,1,4,6,1,5,2,3,1,1,1,7,1,9
3491,2,1,3,4,2,2,3,3,1,2,2,7,2,5
3492,2,5,3,4,4,5,1,2,0,1,1,7,1,7
3493,1,5,2,5,1,2,1,1,0,2,3,7,1,3
3494,2,5,5,5,8,5,1,1,0,1,1,7,1,8
3495,2,1,5,4,1,5,3,2,0,1,1,7,1,9
3496,2,1,7,4,4,5,3,2,0,1,,7,1,2
3497,2,5,4,4,4,5,1,2,1,1,1,3,1,5
3498,2,1,3,4,1,,3,2,0,2,3,7,1,5
3499,1,5,2,4,7,,1,1,0,,,1,1,1
3500,2,1,6,3,4,5,2,2,0,1,1,7,1,8
3501,1,5,3,4,6,,1,1,0,2,1,5,1,3
3502,1,5,4,3,9,5,1,1,0,2,,7,1,1
3503,2,5,2,5,1,2,1,6,0,2,1,7,1,2
3504,2,5,2,,4,2,1,9,0,2,3,7,1,5
3505,1,5,2,3,7,2,1,1,0,,5,5,1,1
3506,2,1,3,5,1,5,2,2,0,1,1,2,1,8
3507,1,3,3,4,1,5,1,,0,3,1,7,1,6
3508,2,5,1,2,6,5,1,4,2,3,1,7,1,1
3509,1,1,3,6,1,5,2,2,0,1,1,1,1,9
3510,1,5,3,4,3,4,1,4,0,1,1,2,3,8
3511,2,1,3,3,4,5,2,3,1,2,1,5,1,3
3512,2,1,3,5,1,5,2,2,0,1,1,7,1,8
3513,1,5,3,2,2,5,1,2,0,2,3,7,1,5
3514,1,1,5,4,4,5,2,2,0,1,1,7,1,4
3515,2,5,1,2,2,5,1,3,1,3,1,5,1,1
3516,1,5,3,4,3,3,1,3,0,2,5,7,1,1
3517,2,1,6,4,5,5,3,2,0,1,1,7,1,5
3518,1,1,7,3,8,5,3,3,0,1,1,7,1,7
3519,2,5,2,6,1,5,1,3,0,3,1,5,,8
3520,1,5,2,3,9,5,1,5,1,3,1,3,1,1
3521,2,5,2,3,4,5,1,3,0,2,2,7,1,6
3522,2,5,1,3,6,5,1,5,1,3,3,5,1,1
3523,2,3,3,3,4,5,1,,0,2,3,5,,5
3524,1,5,1,2,4,5,1,4,1,3,1,7,1,1
3525,1,5,2,2,3,5,1,4,1,3,1,3,,1
3526,2,1,3,4,5,5,2,3,1,2,5,7,1,7
3527,1,3,5,4,1,4,1,1,0,2,1,7,1,3
3528,2,4,6,3,1,4,1,2,0,2,1,7,1,5
3529,1,2,3,4,1,3,1,2,0,2,3,3,1,6
3530,2,3,3,2,,2,1,,0,2,1,5,2,1
3531,1,5,4,4,1,5,1,2,0,2,1,7,1,5
3532,2,1,6,4,8,5,3,2,0,1,,7,1,6
3533,2,2,3,3,4,3,2,2,0,2,3,2,1,4
3534,1,5,2,4,6,2,1,5,0,2,5,7,1,9
3535,1,1,4,6,1,5,2,7,5,1,1,7,1,8
3536,1,5,2,3,7,4,1,,0,,5,3,1,1
3537,2,4,7,4,8,5,1,1,0,2,4,7,1,2
3538,2,1,3,4,4,5,2,4,2,2,1,7,1,6
3539,1,1,4,4,1,5,2,2,1,1,1,2,3,9
3540,2,1,4,4,1,5,2,3,1,2,1,7,1,8
3541,2,3,6,3,4,5,1,1,0,2,3,7,3,4
3542,2,1,3,5,1,2,3,2,0,1,1,7,1,9
3543,1,3,4,5,1,5,1,1,0,2,1,7,1,5
3544,1,2,4,6,1,4,1,2,0,2,1,7,1,9
3545,1,2,4,3,4,4,2,,0,2,3,5,2,4
3546,1,1,4,1,2,5,2,3,1,2,3,5,1,6
3547,1,3,4,,9,,1,1,0,2,3,5,2,1
3548,1,5,1,2,8,2,1,1,1,,,7,1,1
3549,2,1,4,4,5,5,2,5,3,1,1,2,1,6
3550,2,1,4,5,7,3,2,3,0,1,,3,1,9
3551,2,5,7,6,8,5,1,2,0,1,1,7,,5
3552,2,1,7,6,8,4,3,2,0,1,1,7,1,6
3553,1,3,4,5,1,4,1,1,0,2,3,7,1,4
3554,1,5,2,3,7,2,1,,0,,5,7,1,1
3555,2,1,3,5,1,2,2,2,0,2,3,7,1,6
3556,2,5,2,5,6,5,1,1,0,2,3,7,1,1
3557,1,1,2,4,4,4,2,3,1,2,,5,1,2
3558,1,5,2,3,6,3,1,4,0,2,3,7,1,1
3559,2,2,3,5,1,2,1,2,0,2,,7,1,7
3560,1,3,3,5,7,,1,,0,2,3,3,1,1
3561,2,5,2,3,2,5,1,3,0,3,1,7,1,1
3562,1,5,2,4,1,5,1,4,2,3,,3,1,1
3563,2,1,7,3,8,5,3,2,0,2,3,7,1,6
3564,1,1,4,5,1,5,2,5,2,1,1,7,1,9
3565,2,5,2,4,6,5,1,2,0,3,1,5,1,8
3566,1,5,2,4,6,5,1,5,1,1,1,7,1,1
3567,2,1,4,3,4,5,2,4,2,1,3,8,1,7
3568,2,1,2,4,4,5,2,2,0,2,3,7,1,7
3569,2,5,2,3,6,5,1,,0,3,1,2,3,4
3570,2,5,2,3,6,4,1,5,1,3,1,2,1,5
3571,1,1,3,5,1,4,2,2,0,2,3,7,1,7
3572,2,3,3,4,1,3,1,7,1,2,5,7,1,3
3573,2,3,3,4,4,5,1,3,0,2,2,3,1,3
3574,1,5,1,2,6,5,1,,0,3,2,7,1,1
3575,1,5,3,6,1,2,1,1,0,2,3,2,1,4
3576,2,3,4,3,4,5,1,2,1,,4,7,1,2
3577,2,1,2,3,4,3,1,4,0,2,5,7,1,3
3578,2,1,6,4,5,5,3,5,2,1,1,7,1,3
3579,2,1,4,4,5,5,3,2,0,1,1,7,1,8
3580,2,1,7,3,8,5,3,2,0,1,1,7,1,4
3581,1,5,2,4,2,2,1,5,2,3,3,3,1,7
3582,2,5,1,2,6,5,1,4,2,3,1,8,1,1
3583,2,1,4,4,4,,2,3,1,1,1,7,1,7
3584,2,2,2,4,6,3,1,2,0,2,3,7,1,1
3585,1,1,3,3,1,5,3,3,1,2,2,7,1,6
3586,1,1,4,4,1,,3,3,1,1,1,7,1,9
3587,2,3,5,4,8,3,1,3,0,1,2,7,1,2
3588,2,1,3,6,6,5,2,2,0,2,3,7,1,5
3589,2,1,5,,1,4,2,3,1,1,1,5,2,7
3590,2,4,6,4,1,5,1,2,0,2,5,7,1,6
3591,1,2,2,5,5,2,3,2,0,1,2,7,1,9
3592,2,5,2,3,1,2,1,4,0,2,5,7,1,3
3593,2,5,2,3,7,1,1,3,1,,1,3,1,2
3594,2,2,3,4,3,3,3,2,0,2,4,3,1,5
3595,1,5,2,3,2,5,1,2,0,1,2,7,1,5
3596,1,1,3,3,3,5,2,6,4,2,1,5,1,6
3597,1,1,4,5,1,5,2,4,2,1,1,7,1,9
3598,1,1,4,5,1,5,1,4,2,2,3,5,1,7
3599,2,2,4,3,1,5,3,2,0,1,1,7,1,5
3600,2,2,5,5,1,4,2,4,1,1,1,7,1,4
3601,2,1,4,2,5,2,2,3,1,2,3,5,,5
3602,2,3,4,5,1,5,1,1,0,2,3,7,1,7
3603,2,1,7,3,8,5,3,2,0,1,1,7,1,5
3604,1,3,3,5,1,4,1,1,0,1,1,7,1,7
3605,1,5,1,1,6,2,1,6,2,3,2,7,1,1
3606,1,5,1,2,2,5,1,3,1,2,1,8,3,4
3607,2,3,6,3,8,,1,1,0,1,2,7,1,2
3608,2,5,1,1,1,2,1,7,5,2,2,8,,7
3609,2,5,2,3,6,5,1,1,0,2,3,5,,1
3610,1,2,3,3,3,5,1,,0,2,3,7,1,4
3611,2,5,1,,6,5,1,6,4,3,1,5,,1
3612,2,5,1,2,6,5,1,4,1,3,1,7,1,1
3613,1,1,3,5,1,5,2,3,1,2,3,7,1,9
3614,1,5,2,3,4,5,1,,0,2,3,5,,5
3615,1,5,3,5,3,3,1,1,0,2,3,7,1,4
3616,2,1,3,5,1,3,2,2,0,1,5,7,1,8
3617,2,1,5,5,1,,2,4,2,1,1,7,1,9
3618,2,1,3,5,1,5,2,2,0,1,1,7,1,7
3619,1,1,4,4,1,5,2,3,1,1,1,7,1,9
3620,2,1,6,5,1,5,3,2,0,1,1,7,1,6
3621,2,5,2,4,9,2,1,5,0,2,3,8,3,1
3622,2,5,1,2,6,5,1,3,1,3,1,2,1,1
3623,2,1,3,3,3,2,2,3,1,,3,5,1,2
3624,2,5,2,4,6,5,1,3,0,1,1,7,1,1
3625,1,5,2,4,9,5,1,3,1,3,1,7,1,1
3626,2,2,2,4,6,2,3,2,0,2,3,7,1,6
3627,2,1,4,4,5,4,3,5,3,1,1,7,1,8
3628,2,3,5,4,4,5,1,,0,2,3,7,1,4
3629,1,5,2,3,2,2,1,5,0,2,1,7,1,2
3630,2,1,5,6,1,5,2,4,2,1,1,7,1,9
3631,2,4,6,4,8,5,1,2,0,1,1,7,1,6
3632,1,5,1,2,8,5,1,6,5,3,1,3,1,6
3633,1,5,2,3,1,5,1,1,0,1,3,5,2,6
3634,2,5,2,4,6,5,1,6,3,3,1,7,1,1
3635,1,2,2,3,3,2,1,4,0,2,3,7,1,4
3636,2,1,4,5,1,5,2,2,0,1,1,7,1,9
3637,1,5,2,5,2,2,1,2,0,2,3,7,1,4
3638,1,5,3,5,6,3,1,3,0,2,5,2,3,2
3639,2,1,3,4,4,4,2,2,0,2,,7,1,5
3640,2,5,2,4,1,2,1,,0,2,3,6,1,5
3641,2,5,2,4,1,3,1,1,1,2,3,1,1,7
3642,2,5,2,2,9,5,1,4,1,3,1,7,1,1
3643,1,3,7,3,8,,1,1,0,2,2,7,1,2
3644,1,2,2,4,1,2,1,2,0,2,3,7,1,3
3645,2,1,6,4,4,5,2,2,0,1,1,7,1,7
3646,1,3,6,3,3,5,1,1,0,1,1,5,2,3
3647,2,1,7,4,8,5,3,2,0,1,1,7,1,8
3648,1,5,2,3,3,5,1,7,6,3,1,5,2,5
3649,1,1,5,3,3,5,2,7,2,1,1,7,1,4
3650,1,3,4,5,1,5,1,1,0,2,3,5,2,7
3651,2,5,1,2,6,5,1,4,2,3,1,7,1,1
3652,2,5,2,4,6,4,1,5,0,3,1,1,1,8
3653,2,,4,5,1,,2,3,0,1,1,3,,8
3654,1,,5,4,3,2,2,3,1,2,1,7,1,7
3655,2,5,2,4,3,5,1,3,2,2,3,3,1,2
3656,2,5,5,4,5,,1,5,2,1,1,7,1,8
3657,1,5,1,2,6,5,1,8,6,3,1,6,1,1
3658,2,1,5,5,1,,2,2,0,1,2,7,1,7
3659,1,2,2,3,3,3,1,3,0,3,,7,1,4
3660,1,1,3,3,2,4,2,2,0,2,3,8,1,1
3661,2,5,2,4,6,,1,1,0,2,3,7,1,1
3662,2,1,7,4,8,5,3,2,0,1,1,7,1,8
3663,2,4,4,4,9,5,1,3,2,2,3,3,1,2
3664,1,5,3,3,3,4,1,1,0,2,3,7,1,4
3665,2,5,2,4,1,3,1,1,0,2,1,7,1,4
3666,2,2,4,4,1,,2,2,0,2,2,7,1,6
3667,2,3,5,6,4,5,1,4,2,2,1,7,1,4
3668,1,5,1,1,4,,1,7,4,1,1,3,1,9
3669,2,2,2,5,,,1,,0,2,1,8,1,5
3670,2,5,1,2,6,3,1,3,1,3,5,7,1,1
3671,2,1,4,4,2,5,2,4,2,1,1,7,1,5
3672,1,4,7,5,8,5,1,1,0,1,2,3,1,4
3673,2,1,3,4,5,5,1,4,2,1,1,7,1,6
3674,1,2,2,4,1,4,1,2,0,2,3,1,1,2
3675,2,1,2,5,1,5,2,2,0,2,3,7,1,7
3676,2,1,5,4,4,5,2,4,2,1,1,7,1,7
3677,1,1,4,4,2,5,2,6,2,1,1,5,1,7
3678,1,5,1,2,6,5,1,3,0,3,3,7,1,1
3679,2,5,2,6,4,5,1,2,0,2,3,7,1,3
3680,1,1,3,6,1,4,2,2,0,2,3,3,1,8
3681,1,5,2,3,6,5,1,9,6,3,4,7,3,9
3682,2,,5,3,5,,3,3,1,1,1,7,1,3
3683,2,1,3,4,5,5,3,4,2,1,1,7,1,7
3684,2,5,2,2,3,5,1,4,1,3,1,3,1,1
3685,1,5,2,3,1,4,1,4,1,3,1,7,1,8
3686,1,1,3,3,3,5,2,6,4,2,1,5,1,6
3687,2,1,3,1,5,,3,8,6,2,1,5,2,2
3688,1,2,5,5,1,4,2,2,0,1,1,7,1,9
3689,1,1,3,4,3,2,2,3,0,1,1,3,1,8
3690,1,5,2,3,6,2,1,3,0,2,3,7,1,3
3691,2,1,2,4,1,2,2,2,0,1,1,7,1,7
3692,2,4,5,6,1,1,1,1,0,2,3,7,1,6
3693,1,5,1,2,6,5,1,2,1,3,2,7,,1
3694,2,1,4,4,1,3,2,3,0,2,1,7,1,7
3695,1,5,1,2,6,5,1,7,4,3,1,3,1,1
3696,1,1,2,2,3,5,2,7,0,3,,5,2,5
3697,2,1,5,4,4,2,2,2,0,1,1,7,1,8
3698,1,5,3,2,3,2,1,1,0,2,3,5,2,4
3699,2,1,5,4,2,5,2,2,0,1,1,7,1,8
3700,2,3,4,4,1,5,1,3,0,3,1,7,1,4
3701,2,5,2,4,2,5,1,3,1,3,3,7,1,4
3702,1,,4,4,1,2,2,1,0,2,1,7,1,5
3703,1,1,4,4,3,5,2,2,0,1,1,7,1,8
3704,2,3,6,4,5,5,1,2,0,2,3,7,,4
3705,1,1,4,6,1,5,2,4,2,1,1,3,1,9
3706,1,5,2,3,6,5,1,,0,3,1,8,1,1
3707,2,1,7,4,8,5,3,2,0,1,1,7,1,8
3708,2,1,4,5,5,3,3,4,2,1,1,7,1,9
3709,1,5,4,4,3,5,1,1,0,2,3,7,1,4
3710,1,5,2,3,6,5,1,3,1,3,1,7,1,7
3711,1,3,4,3,8,5,1,1,0,,3,7,1,4
3712,1,2,2,4,3,5,1,2,0,2,1,7,1,3
3713,2,1,4,3,5,5,3,5,3,1,2,7,1,6
3714,2,4,6,2,5,5,1,1,0,2,3,7,,1
3715,2,3,6,4,8,5,1,1,0,2,3,5,1,1
3716,2,3,3,4,4,4,1,1,0,2,3,7,1,4
3717,2,3,5,4,1,5,1,4,3,1,1,5,1,7
3718,2,4,7,2,,5,1,1,1,1,1,5,2,1
3719,2,5,2,4,1,3,1,4,2,2,3,3,1,6
3720,2,5,1,2,6,4,1,4,2,3,1,7,,1
3721,1,1,4,6,1,4,2,5,1,1,1,7,1,9
3722,1,2,3,4,1,3,1,4,0,2,1,7,1,8
3723,2,1,4,3,1,5,2,4,1,1,5,7,1,8
3724,1,5,2,3,4,5,1,2,0,2,3,3,1,7
3725,2,1,3,5,1,4,2,2,1,1,1,7,1,8
3726,2,5,2,4,6,5,1,2,0,1,3,3,1,5
3727,2,3,6,4,2,3,1,,0,2,3,5,,3
3728,2,1,3,3,1,5,2,2,2,3,1,7,1,7
3729,1,1,4,5,1,5,2,2,0,1,,7,1,5
3730,1,5,2,3,3,5,1,,0,3,,5,1,3
3731,2,1,3,4,4,5,2,3,1,1,1,7,1,8
3732,2,1,5,4,5,,3,9,6,1,1,7,1,7
3733,1,3,3,5,2,,1,2,0,2,1,7,1,8
3734,2,1,6,3,5,5,3,4,0,1,1,7,1,6
3735,2,1,6,3,5,5,2,2,0,1,1,7,1,7
3736,1,5,1,2,4,,1,3,2,1,1,7,1,1
3737,2,5,2,4,6,2,1,4,0,3,1,5,1,9
3738,2,5,2,2,6,2,1,3,0,3,1,7,1,1
3739,1,5,2,4,3,2,1,4,0,1,1,7,1,2
3740,1,5,3,3,4,1,1,4,0,2,3,7,1,3
3741,1,1,3,6,1,5,2,2,0,2,1,7,1,8
3742,2,5,2,4,1,2,1,1,0,2,3,7,1,4
3743,1,1,6,1,9,5,3,2,0,2,1,5,2,2
3744,2,1,5,4,4,5,2,4,1,1,1,7,1,9
3745,2,5,1,2,9,5,1,2,1,3,2,7,1,1
3746,1,1,7,4,7,5,3,,0,1,1,7,1,6
3747,1,4,4,4,4,3,1,2,0,2,3,7,1,5
3748,2,5,2,2,6,5,1,2,0,1,1,3,1,7
3749,2,5,1,2,6,2,1,6,5,3,3,3,1,1
3750,2,3,4,5,1,4,1,5,3,1,1,7,1,6
3751,2,3,4,6,1,5,1,1,0,2,1,7,1,8
3752,1,5,3,5,1,1,1,1,0,2,3,7,1,8
3753,2,5,2,4,6,2,1,5,0,2,3,7,1,1
3754,1,,5,5,1,4,2,3,1,1,2,7,1,6
3755,2,1,4,4,5,3,3,5,2,2,1,7,2,8
3756,2,,7,3,8,5,3,2,0,1,1,7,1,2
3757,2,1,5,4,5,5,3,3,0,1,1,7,1,9
3758,1,1,4,3,3,,2,4,2,,1,2,,6
3759,2,1,5,3,3,2,2,4,1,1,1,7,1,8
3760,1,1,4,4,3,4,3,2,0,2,3,5,1,7
3761,2,3,6,4,1,5,1,3,2,2,2,5,1,8
3762,2,1,6,4,1,5,2,2,0,1,1,7,,7
3763,2,1,5,3,5,5,3,4,1,1,1,7,1,7
3764,2,1,3,5,3,5,2,2,0,1,1,7,1,8
3765,2,4,6,3,1,5,1,2,0,1,1,7,1,4
3766,1,5,3,6,1,4,1,1,0,2,3,7,1,4
3767,2,2,3,4,1,4,2,4,0,1,1,7,,6
3768,1,5,3,4,6,5,1,3,0,3,1,7,1,9
3769,2,1,3,3,4,,2,3,1,2,3,5,,5
3770,1,5,4,5,1,5,1,1,0,2,,7,1,5
3771,1,1,3,6,1,3,3,3,1,1,1,7,1,9
3772,1,1,4,3,3,2,2,4,2,1,,5,2,6
3773,1,5,2,3,7,2,1,,0,,,3,1,2
3774,1,1,5,4,3,5,3,3,1,1,1,7,1,7
3775,2,5,4,5,1,5,1,1,0,2,3,7,1,6
3776,1,3,4,5,7,5,1,1,0,2,2,3,1,6
3777,2,1,3,5,2,4,2,2,0,2,3,7,1,9
3778,2,3,3,5,1,2,1,2,0,2,3,5,2,7
3779,2,2,2,2,5,4,2,5,0,2,,5,2,1
3780,2,4,7,4,8,,1,1,0,1,1,7,1,6
3781,1,2,2,4,2,5,2,2,0,2,3,2,1,5
3782,2,1,3,4,4,2,2,5,3,2,1,7,1,6
3783,1,5,3,4,1,2,1,1,0,2,,7,1,7
3784,2,3,5,4,1,5,1,1,0,2,5,7,1,6
3785,2,1,4,6,1,5,2,4,2,1,1,7,1,8
3786,2,5,4,4,1,5,1,1,0,2,3,7,1,5
3787,2,1,3,6,1,2,2,2,0,1,1,,1,8
3788,2,5,2,4,6,5,1,1,0,3,1,2,3,1
3789,1,5,1,2,6,5,1,3,2,3,3,3,1,1
3790,2,1,4,5,4,,2,4,2,1,1,7,1,8
3791,1,5,2,5,6,4,1,3,0,2,5,7,1,7
3792,2,5,2,5,6,,1,1,0,2,5,7,1,1
3793,1,5,2,4,1,5,1,3,0,2,3,7,1,8
3794,1,5,2,4,2,3,1,3,0,2,3,5,1,4
3795,1,3,5,4,1,5,1,2,0,2,3,7,1,7
3796,2,5,2,5,4,1,1,3,0,2,3,7,1,1
3797,2,3,5,6,1,3,1,1,0,1,1,7,1,6
3798,2,,4,5,1,5,1,4,1,1,1,5,2,8
3799,2,1,5,,4,,3,5,1,1,1,7,1,6
3800,2,3,4,6,1,4,1,1,0,1,1,7,1,9
3801,2,2,3,5,1,3,2,2,0,2,2,7,1,9
3802,2,1,5,6,1,5,2,4,0,1,1,7,1,9
3803,1,5,2,4,6,5,1,7,1,3,1,2,1,3
3804,2,2,1,2,2,5,2,2,2,1,2,6,1,4
3805,1,1,7,4,8,5,3,2,0,1,1,7,1,9
3806,2,1,3,4,3,5,2,4,2,1,1,5,1,7
3807,2,1,3,4,2,5,2,2,0,2,3,7,1,3
3808,1,1,3,4,5,,3,,0,1,1,3,3,4
3809,2,1,3,3,2,5,2,3,1,1,1,7,1,7
3810,1,3,3,4,2,5,1,1,0,3,1,2,1,4
3811,2,1,3,3,1,2,2,2,0,1,1,7,1,9
3812,2,1,3,4,4,4,2,4,2,2,3,7,1,3
3813,2,5,2,4,4,5,1,5,0,3,1,7,1,1
3814,1,1,4,6,1,5,2,3,8,1,1,,1,6
3815,2,1,3,6,1,4,2,2,0,2,2,8,1,6
3816,1,5,3,4,2,5,1,1,0,2,3,7,1,4
3817,2,3,4,3,1,,1,2,0,2,1,7,1,4
3818,2,1,4,4,1,5,2,4,2,1,1,7,1,8
3819,1,3,3,6,1,5,1,1,0,2,3,7,1,5
3820,2,5,2,3,2,2,1,4,1,3,3,3,1,1
3821,1,3,4,4,9,2,1,1,0,2,3,7,1,5
3822,2,1,4,5,1,3,2,2,0,1,1,7,2,6
3823,1,1,3,2,3,4,3,4,2,2,3,5,2,2
3824,1,1,4,5,3,5,3,5,3,1,1,3,1,7
3825,2,5,2,3,9,5,1,3,2,3,3,5,2,1
3826,1,5,2,4,6,5,1,2,0,3,1,3,1,4
3827,1,5,4,3,4,5,1,,0,3,,7,1,1
3828,2,1,4,6,5,4,2,4,2,1,1,2,,6
3829,2,1,3,5,,5,2,5,4,1,1,5,2,4
3830,1,1,2,4,7,2,2,2,0,2,3,3,2,7
3831,2,3,3,4,4,5,1,3,2,1,2,5,1,3
3832,1,1,7,3,8,5,3,2,0,1,5,7,1,6
3833,1,5,2,3,1,5,1,1,0,2,5,3,1,4
3834,2,5,1,1,,3,1,,0,3,3,3,3,1
3835,2,5,4,2,8,,1,2,0,2,1,7,1,2
3836,2,5,1,2,6,4,1,5,3,3,1,7,1,1
3837,2,5,3,4,8,5,1,1,0,2,5,5,1,1
3838,1,,2,3,6,5,1,4,0,3,1,7,1,8
3839,2,5,1,2,6,4,1,2,1,3,3,7,,1
3840,2,2,3,3,4,5,1,5,3,2,1,5,1,4
3841,1,1,5,5,2,3,2,3,2,2,3,2,2,2
3842,2,5,1,1,6,,1,3,2,3,2,7,1,1
3843,2,3,5,3,2,4,1,3,0,1,1,5,2,6
3844,1,1,6,5,8,5,3,3,0,1,1,7,1,7
3845,2,5,1,2,6,5,1,5,3,3,1,3,1,1
3846,2,1,6,5,5,5,3,4,1,1,1,7,1,8
3847,1,5,3,4,1,5,1,2,0,1,1,6,1,8
3848,2,1,3,5,1,5,2,2,0,2,1,7,1,8
3849,2,2,2,3,4,5,1,1,0,2,3,5,1,3
3850,1,1,6,6,8,5,1,2,0,1,1,7,1,7
3851,2,5,3,4,4,5,1,8,3,3,1,3,1,3
3852,2,5,2,3,6,5,1,6,0,2,5,7,1,8
3853,2,1,3,4,1,4,2,2,0,2,3,7,1,8
3854,2,5,1,1,6,5,1,4,1,3,1,5,2,1
3855,2,3,4,4,1,5,1,3,2,2,3,5,1,6
3856,1,3,6,2,3,2,1,3,0,2,1,7,1,3
3857,1,5,1,2,6,5,1,4,2,3,1,7,1,1
3858,2,1,3,3,5,,3,6,4,,1,7,1,6
3859,1,3,5,4,2,3,1,2,0,3,3,7,1,3
3860,1,3,5,4,1,5,1,2,1,2,3,7,1,7
3861,1,5,3,6,4,5,1,1,0,2,3,7,1,3
3862,2,2,2,3,5,,1,7,5,2,3,5,1,5
3863,2,1,6,4,4,5,3,2,0,1,1,7,1,4
3864,2,1,4,5,5,5,2,4,2,1,1,2,1,8
3865,2,1,3,3,4,,2,3,2,2,3,5,2,2
3866,2,5,3,5,1,5,1,1,0,3,1,7,1,5
3867,1,1,3,1,3,2,2,6,0,,1,5,2,1
3868,2,1,5,4,5,,1,4,1,2,3,2,,3
3869,1,5,3,6,1,3,1,9,2,2,2,7,3,9
3870,2,5,3,3,4,5,1,1,0,2,3,5,1,3
3871,2,1,3,5,4,2,2,2,0,2,3,2,1,2
3872,1,3,4,6,1,5,1,3,2,1,1,7,1,9
3873,2,5,2,3,6,5,1,3,0,3,1,7,1,8
3874,2,5,6,4,5,2,1,3,0,3,1,7,1,1
3875,2,1,7,5,5,5,3,2,0,1,1,7,1,9
3876,2,5,2,3,2,5,1,1,0,2,3,7,1,2
3877,2,1,3,3,2,5,2,5,3,2,2,7,1,3
3878,2,1,6,6,8,5,3,2,0,1,1,7,1,8
3879,1,1,3,6,7,5,2,3,0,2,3,3,1,1
3880,2,,1,2,6,5,1,2,2,3,1,7,1,1
3881,1,1,4,3,1,2,2,2,0,2,3,7,1,6
3882,2,5,2,2,2,5,1,2,0,3,1,3,1,8
3883,2,2,3,5,1,4,2,2,0,1,2,7,1,9
3884,2,1,7,3,5,5,1,2,0,1,2,7,1,4
3885,2,1,3,4,1,5,2,5,3,1,1,7,1,8
3886,1,5,3,5,1,5,1,1,0,2,3,7,1,5
3887,1,1,3,4,1,4,2,4,2,1,1,7,1,8
3888,1,4,7,5,8,4,1,1,0,2,3,7,1,4
3889,1,1,6,5,8,5,3,2,0,1,1,7,1,4
3890,1,5,2,4,3,4,1,2,0,2,3,7,1,2
3891,2,3,6,4,9,5,1,2,0,2,3,8,1,1
3892,2,3,4,6,1,5,1,,0,1,2,7,1,8
3893,1,5,2,3,6,5,1,4,1,3,1,7,1,8
3894,1,5,2,3,7,1,1,1,0,,5,7,1,2
3895,2,1,6,6,3,4,3,2,0,2,3,7,1,6
3896,2,5,1,2,6,5,1,5,3,3,1,2,1,1
3897,1,5,3,2,9,5,1,2,0,2,1,5,2,1
3898,1,2,4,3,1,3,1,1,0,2,2,7,1,8
3899,2,2,2,3,4,3,2,2,0,2,3,3,1,2
3900,2,5,2,4,4,3,1,3,0,3,1,7,1,3
3901,1,2,2,2,9,5,3,5,1,3,1,5,1,1
3902,2,3,4,4,1,5,1,3,2,1,2,7,1,6
3903,2,1,4,4,1,2,2,2,0,2,3,1,1,6
3904,2,1,4,5,1,4,2,4,2,1,1,7,1,8
3905,2,5,2,3,2,5,1,3,1,3,3,3,1,6
3906,2,,5,3,5,3,2,2,0,2,3,5,2,4
3907,1,1,4,4,1,2,2,4,2,2,3,7,3,5
3908,2,5,2,4,6,2,1,5,1,3,3,7,1,1
3909,1,2,2,3,9,,1,,0,,,,2,2
3910,2,1,5,4,1,5,2,2,0,1,1,7,1,9
3911,2,1,4,3,5,2,3,5,2,1,1,3,1,6
3912,1,1,4,6,1,3,2,3,1,1,1,7,1,9
3913,2,1,2,3,6,1,3,2,0,2,3,7,1,6
3914,1,3,3,4,7,2,1,1,0,,5,7,1,2
3915,1,1,3,4,1,5,3,5,3,1,1,8,1,6
3916,2,5,2,3,6,5,1,6,2,3,2,7,1,1
3917,2,1,3,4,1,5,3,5,3,1,1,7,1,6
3918,1,5,3,4,7,2,1,1,0,2,3,7,1,4
3919,2,,1,2,6,5,1,3,1,3,3,5,2,1
3920,2,1,5,4,5,5,3,1,0,1,1,7,1,7
3921,2,1,5,4,1,5,2,3,0,1,1,3,1,8
